# WMD-TDG: RRH.Elev-Forebay.Ave.~1Day.1Day.CBT-REV [ft]		
08-20-2005 23:00:00	705.88		/
08-21-2005 23:00:00	706.08		/
08-22-2005 23:00:00	705.98		/
08-23-2005 23:00:00	705.93		/
08-24-2005 23:00:00	706.03		/
08-25-2005 23:00:00	705.85		/
08-26-2005 23:00:00	706.28		/
08-27-2005 23:00:00	705.81		/
08-28-2005 23:00:00	705.6		/
08-29-2005 23:00:00	705.76		/
08-30-2005 23:00:00	705.97		/
08-31-2005 23:00:00	706.24		/
09-01-2005 23:00:00	705.92		/
09-02-2005 23:00:00	705.71		/
09-03-2005 23:00:00	705.46		/
09-04-2005 23:00:00	705.97		/
09-05-2005 23:00:00	705.79		/
09-06-2005 23:00:00	705.89		/
09-07-2005 23:00:00	705.84		/
09-08-2005 23:00:00	705.97		/
09-09-2005 23:00:00	705.94		/
09-10-2005 23:00:00	705.53		/
09-11-2005 23:00:00	705.74		/
09-12-2005 23:00:00	705.69		/
09-13-2005 23:00:00	705.78		/
09-14-2005 23:00:00	705.82		/
09-15-2005 23:00:00	706.07		/
09-16-2005 23:00:00	706.06		/
09-17-2005 23:00:00	705.61		/
09-18-2005 23:00:00	705.87		/
09-19-2005 23:00:00	705.68		/
09-20-2005 23:00:00	705.79		/
09-21-2005 23:00:00	705.45		/
09-22-2005 23:00:00	705.78		/
09-23-2005 23:00:00	705.75		/
09-24-2005 23:00:00	705.82		/
09-25-2005 23:00:00	705.59		/
09-26-2005 23:00:00	705.61		/
09-27-2005 23:00:00	706.06		/
09-28-2005 23:00:00	706.07		/
09-29-2005 23:00:00	706		/
09-30-2005 23:00:00	705.84		/
10-01-2005 23:00:00	705.56		/
10-02-2005 23:00:00	706.03		/
10-03-2005 23:00:00	705.7		/
10-04-2005 23:00:00	705.95		/
10-05-2005 23:00:00	705.93		/
10-06-2005 23:00:00	706.25		/
10-07-2005 23:00:00	705.79		/
10-08-2005 23:00:00	705.93		/
10-09-2005 23:00:00	705.65		/
10-10-2005 23:00:00	705.68		/
10-11-2005 23:00:00	705.95		/
10-12-2005 23:00:00	705.74		/
10-13-2005 23:00:00	706.06		/
10-14-2005 23:00:00	706.01		/
10-15-2005 23:00:00	705.6		/
10-16-2005 23:00:00	705.95		/
10-17-2005 23:00:00	705.53		/
10-18-2005 23:00:00	705.52		/
10-19-2005 23:00:00	705.52		/
10-20-2005 23:00:00	705.82		/
10-21-2005 23:00:00	705.95		/
10-22-2005 23:00:00	705.7		/
10-23-2005 23:00:00	705.74		/
10-24-2005 23:00:00	705.26		/
10-25-2005 23:00:00	705.45		/
10-26-2005 23:00:00	705.06		/
10-27-2005 23:00:00	705.54		/
10-28-2005 23:00:00	705.75		/
10-29-2005 23:00:00	705.2		/
10-31-2005 00:00:00	705.19		/
11-01-2005 00:00:00	705.59		/
11-02-2005 00:00:00	705.49		/
11-03-2005 00:00:00	705.72		/
11-04-2005 00:00:00	705.8		/
11-05-2005 00:00:00	705.81		/
11-06-2005 00:00:00	705.94		/
11-07-2005 00:00:00	706.04		/
11-08-2005 00:00:00	705.68		/
11-09-2005 00:00:00	705.58		/
11-10-2005 00:00:00	705.69		/
11-11-2005 00:00:00	705.97		/
11-12-2005 00:00:00	706		/
11-13-2005 00:00:00	706.1		/
11-14-2005 00:00:00	705.64		/
11-15-2005 00:00:00	705.52		/
11-16-2005 00:00:00	705.95		/
11-17-2005 00:00:00	705.58		/
11-18-2005 00:00:00	705.35		/
11-20-2005 00:00:00	706.09		/
11-21-2005 00:00:00	705.83		/
11-22-2005 00:00:00	705.38		/
11-23-2005 00:00:00	705.94		/
11-24-2005 00:00:00	706.01		/
11-25-2005 00:00:00	705.9		/
11-26-2005 00:00:00	705.8		/
11-27-2005 00:00:00	705.86		/
11-28-2005 00:00:00	705.61		/
11-29-2005 00:00:00	706.01		/
11-30-2005 00:00:00	705.95		/
12-01-2005 00:00:00	706.04		/
12-02-2005 00:00:00	706		/
12-03-2005 00:00:00	705.97		/
12-04-2005 00:00:00	705.82		/
12-05-2005 00:00:00	705.77		/
12-06-2005 00:00:00	705.59		/
12-07-2005 00:00:00	705.74		/
12-08-2005 00:00:00	705.94		/
12-09-2005 00:00:00	705.84		/
12-10-2005 00:00:00	706.02		/
12-11-2005 00:00:00	705.93		/
12-12-2005 00:00:00	705.82		/
12-13-2005 00:00:00	705.79		/
12-14-2005 00:00:00	706.18		/
12-15-2005 00:00:00	706.17		/
12-16-2005 00:00:00	705.5		/
12-17-2005 00:00:00	705.76		/
12-18-2005 00:00:00	705.86		/
12-19-2005 00:00:00	705.86		/
12-20-2005 00:00:00	706.05		/
12-21-2005 00:00:00	705.82		/
12-22-2005 00:00:00	706.07		/
12-23-2005 00:00:00	706.09		/
12-24-2005 00:00:00	705.98		/
12-25-2005 00:00:00	705.87		/
12-26-2005 00:00:00	706		/
12-27-2005 00:00:00	705.39		/
12-28-2005 00:00:00	706.02		/
12-29-2005 00:00:00	706.07		/
12-30-2005 00:00:00	706.01		/
12-31-2005 00:00:00	706.17		/
01-01-2006 00:00:00	706		/
01-02-2006 00:00:00	706.25		/
01-03-2006 00:00:00	705.81		/
01-04-2006 00:00:00	705.92		/
01-05-2006 00:00:00	705.97		/
01-06-2006 00:00:00	706.03		/
01-07-2006 00:00:00	705.95		/
01-08-2006 00:00:00	705.89		/
01-09-2006 00:00:00	705.78		/
01-10-2006 00:00:00	705.71		/
01-11-2006 00:00:00	705.83		/
01-12-2006 00:00:00	705.95		/
01-13-2006 00:00:00	706.02		/
01-14-2006 00:00:00	706.1		/
01-15-2006 00:00:00	706		/
01-16-2006 00:00:00	705.88		/
01-17-2006 00:00:00	705.84		/
01-18-2006 00:00:00	706.43		/
01-19-2006 00:00:00	705.84		/
01-20-2006 00:00:00	704.92		/
01-21-2006 00:00:00	705.75		/
01-22-2006 00:00:00	705.91		/
01-23-2006 00:00:00	705.82		/
01-24-2006 00:00:00	705.71		/
01-25-2006 00:00:00	705.87		/
01-26-2006 00:00:00	705.69		/
01-27-2006 00:00:00	705.68		/
01-28-2006 00:00:00	705.9		/
01-29-2006 00:00:00	706		/
01-30-2006 00:00:00	706.19		/
01-31-2006 00:00:00	706.15		/
02-01-2006 00:00:00	705.4		/
02-02-2006 00:00:00	705.76		/
02-03-2006 00:00:00	705.81		/
02-04-2006 00:00:00	705.82		/
02-05-2006 00:00:00	705.75		/
02-06-2006 00:00:00	705.81		/
02-07-2006 00:00:00	705.58		/
02-08-2006 00:00:00	705.85		/
02-09-2006 00:00:00	705.87		/
02-10-2006 00:00:00	705.73		/
02-11-2006 00:00:00	705.94		/
02-12-2006 00:00:00	706.11		/
02-13-2006 00:00:00	705.67		/
02-14-2006 00:00:00	705.77		/
02-15-2006 00:00:00	706.07		/
02-16-2006 00:00:00	705.67		/
02-17-2006 00:00:00	705.81		/
02-18-2006 00:00:00	706.15		/
02-19-2006 00:00:00	706.05		/
02-20-2006 00:00:00	705.69		/
02-21-2006 00:00:00	705.65		/
02-22-2006 00:00:00	705.61		/
02-23-2006 00:00:00	705.97		/
02-24-2006 00:00:00	705.72		/
02-25-2006 00:00:00	705.46		/
02-26-2006 00:00:00	705.19		/
02-27-2006 00:00:00	705.42		/
02-28-2006 00:00:00	705.89		/
03-01-2006 00:00:00	705.85		/
03-02-2006 00:00:00	705.85		/
03-03-2006 00:00:00	705.88		/
03-04-2006 00:00:00	706.14		/
