 Rock Island FOREBAY ELEVATIONS 98--e (ft msl) /
01-01-1996 23:30:00   700      /
06-10-1997 00:30:00   700      /
07-25-1997 00:30:00   612.760      /
01-01-1998 00:30:00   612.760      /

