40 30.95 58.2857142857
60 24.6 43.25
80 21.3513513514 35.5882352941
100 19.2682926829 30.8409090909
120 17.7083333333 27.5740740741
140 16.5925925926 25.2096774194
160 15.7090909091 23.4324324324
180 15.0833333333 22.0277777778
200 14.5238095238 20.8780487805
220 14.08 19.9756097561
240 13.6119402985 19.2234042553
260 13.3538461538 18.5277777778
280 12.9607843137 17.90625
300 12.652173913 17.4491525424
