 Rocky Reach FOREBAY ELEVATIONS 98--e (ft msl) /
01-01-1996 23:30:00   770      /
06-10-1997 00:30:00   770      /
07-19-1997 00:30:00   705.900      /
01-01-1999 00:30:00   705.900      /

